8th Cross, V V Mohalla, Mysore  [Sept 13, 1997]  
hariyuvatIm haimavatIm  [dEshIsimhAravam] L
hasiveyAgutide  [kApi] L
hastivadanAya namOstubhyam  [navarOj] L
haTakAmbari padam  [haTakAmbari] L
hATakEshvara samrakSa  [bilahari] L
hAthkI murli  [shuddhsArang] L
hatti giDada  [saurASTra] L
hayagrIva agastya  [umAbharaNam] L
hAyi hAyi (bhAvgIt)  [kIravANi] L
hE gOvind hE gOpAl (bhajan)  []  
hE mAyE mAm (note)  [shankarAbharaNam]  
hE murugA  [dEs] L
heccarikagA  [yadukula kAmbhOji] L
heccharikagA rArA  [Yadukula kāṁbōji,yadukula kAmbhOji,yadukulakAmbOji]  
hecharika  [Yadukula kāṁbōji,yadukulakAmbOdi]  
hecharika kAgA  [Yadukula kāṁbōji]  
hEge mADabEkO  [khamAs] L
hEge mADali  [bilahari] L
hEge meccisali  [shankarAbharaNa] L
hEge uddhAra  [Anandabhairavi] L
hEgira bEku  [mukhAri] L
hELabArade buddhiya krSNayyage  [ghaNTArava] L
hELabArade buddhiya ninna  [kalyANi] L
hELidare namma  [shankarAbharaNa] L
hEmagirisha manOnmaNi  [IsamanOhari,IshamanOhari] L
hEmOpayangi  [sAvEri] L
heNDadi prANa  [kAmavardhani] L
heNDiranALuvaLi  [shankarAbharaNa] L
heNNIgiccaisuvare  [kAmbhOji] L
hErambAya namastE  [aThANA] L
hetta tAyi  [bilahari] L
hEvavellihudayya  [shankarAbharaNa] L
hey gOvinda  [dEsh,hindOLam] L
hiDagO biDabEDa  [pUrvikalyANi] L
higguve yAkO  [bhairavi] L
himAcala kumarIm  [jhankArabhramari] L
himAchala tanaya  [Anadhabhairavi,Anandabhairavi] L
himAdrisutE  [Kalyāṇi,kalyANi] L
himagiri kumari  [ravikriyA (raghupriyA)]  
himagiri kumAri Isha priyakari  [amrtavarSiNi] L
himagiri tanayE  [sudda dhanyAsi,suddha dhanyAsi,suddhadhanyasi,Śuddadhanyāsi] L
himagirikumAri Ishvari  [ravikriyA] L
himAtmajE santatam  [navanIta] L
hindilla svAmi  [kAmavardhani] L
hindu dharmam engaL  [kalyANi] L
hIra gaNapati hArati  [suraTi] L
hiranmayeem lakshmim  [lalitA,lalita] L
hiranmayim  [Lalita,lalita]  
hoDI nagAri  [nAdanAmakriya] L
holadi holeya  [nAdanAmakriya] L
holeya horagihane  [mukhAri] L
hommeyADalu bEDi  [mukhAri] L
hontakAri nInEve  [behAg] L
horaDutAne  [punnAgavarALi] L
horaghOgi ADadir  [Anandabhairavi] L
hosa hosadAgi kELuvE  [hamsAnandi] L
hosa pariyE  [shankarAbharaNa] L
hoyyO hoyyO Dangurava  [kAmavardhani] L
huccu hiDiyidu  [gauLipantu] L
huccu kunni  [shankarAbharaNa] L
hum bhagtan kE (bhajan)  []  
hushyUnna baNNada  [kAmavardhani] L
huva taruvara  [kAmbhOji] L
I grAmadali  [mukhAri] L
I jIvaviddu  [gauLa] L
I mahiyoLage  [mukhAri] L
I mEnu galginanduku  [varALi] L
I puranamulu  [bhAgEshri] L
I sharIrada  [tODi] L
I siriya nambi  [kAmbhOji] L
I tanuva  [darbAr] L
I tanuvunu  [dEshyatODi] L
I vELa nannu  [kamAs] L
ibbarheNDara  [kAmbhOji] L
iDadupAdam  [kamAs,khamAs] L
iDaiyarAdun  [sahAnA] L
idakoLLi  [kAmbhOji] L
iDaupadam tookki  [kamAs]  
idaya guhai naDuvil  [unknown] L
idaya kadavai  [kuntala varALi] L
idaya kadavai tirandaruL  [kuntalavarALi] L
idaya naTarAjan  [unknown] L
idaya veLiyinilE podu naTam  [kAmbhOji] L
idaya vINai udaya gItam  [bauLi] L
idaya vINaiyin  [mAnD] L
idayak-kaDalil udayam  [bhUpALa] L
idayak-kOvilil  [candrajyOti] L
idayam tirandu  [mAyAmALavagauLa] L
iddaraNiyil  [bEgaDa] L
idE bhAgyamu  [kannaDa] L
idE samaya  [saurASTra] L
idhi samayamura  [cAyanATTai,chAyAnATTai,chAyAnATa,chAyanATTai,nATakapriyA,nAtakapriyA] L
Idhu Thaano Thillai Sthalam  [Behāg,behAg]  
idi manci samayamurA  [Ananda bhairavi] L
idi nee bahubala  [darbar ?]  
idi nIku meragAdurA  [punnAgavarALi] L
idi nIku nyAyamA  [gamanAshrama] L
idi nyAyamA  [mALavi] L
idi samayamu brova  [nAtakapriyA]  
idi vELa  [kOkilabhAshani] L
idiga dayAnandamu  [sowrAshTram] L
IdillAt-tuNaiyAga  [kAmbhOji] L
idiryArO guruvE  [Anandabhairavi] L
iDiyilum puyalilum iLattu  [aThANA] L
idu bhAgyavidu  [kAmbhOji] L
idu Enanga  [darbAR] L
idu eNu nODe  [darbAr] L
idu pOdum aruLayyanE  [madhyamAvati] L
idu taghumO duraiyE  [aThANA] L
idu unakku taghumO  [kEdAra] L
idutAn teriyumO avarkkinnamum  [cakravAkam] L
idutAnO tillai  [Behāg,behAg]  
iduvE enadu sucaritram  [sucaritra] L
iduvE enakku lakSam kOTi  [Arabhi] L
iduvE nam mathamE  [kharaharapriyA] L
iduvE phalan AmODi sakhiyE  [dhanyAsi] L
iduvE sukhanilai  [hamIrkalyANi] L
iduvE turavaramE  [kharaharapriyA] L
iduvO vidhi appanE  [yadukulakAmbhOji] L
iduvOn nI  [malahari] L
Iga mADelo  [kAmbhOji] L
Igale bhajisale  [saurASTra] L
IgaluppavaDisidaLu  [bilahari] L
iha para sukham  [suvarnAngi] L
ihamE sukham  [gamanashramA] L
ihapara sukha dAyaki  [vAcaspati,vasantA] L
ihapara sukham ellAm  [kAnaDA] L
ihaparam iraNDilum  [simhEndramadhyam] L
ihaparam tarum  [Kamās,kamAs]  
ihaparamenum iru  [simhEndra madhyamam,simhEndramadhyam] L
ika kAvalasinadEmi  [bAlahamsa] L
ika naina na  [pushpalatikA,pushpalatika,pushpatilakam] L
ikanE tALajAlanurA  [guharanjani] L
ikanElanE  [pUrnacandrikA] L
IkkalAre kai  [aTa] L
ikko navanItacOra  [navarOj] L
ikO namma svAmi  [shankarAbharaNa] L
ilalO pranatarti  [Aṭāna,aTANA,aThANA] L
iLamarimAnnayanE  [behAg] L
illai enbAn yAraDA  [mOhanam] L
illai enra  [kharaharapriyA] L
illai iddharaNiyil  [hamsanAdam] L
illai illai illaiyammA ittanai pEr  [mOhana] L
illai illaiyammA  [mOhanam] L
illaiyE vElanaippOl  [rItigauLa] L
illara vAzhvinilum pErinbam  [cenjuruTi] L
ille kuLitidda  [suraTi] L
illE vaikuNTha  [bhairavi] L
illi namma  [pUrvi] L
illiralAre allige  [rEvagupti] L
iNai unakkillaiyE  [kalyANi] L
iNaikku vEronriyamba  [unknown] L
iNaiyaDi unadai  [hamsavinOdini,rAgamAlikA] L
inaiyar unakku uNDO  [gowri manOhari] L
iNaiyE illAda  [karnATaka] L
iNaiyillAt-tuNaivanAi  [kIravANi] L
inba kanA onru kaNDEn  [rAgamAlika] L
inba vazhi iduvE engaL  [behAg] L
inba vAzhvu taruvAi  [mOhana] L
inba vinAyakanE  [shuddhadhanyAsi] L
inbamayamAna pUrasNan  [kAmavardhani] L
inbamAyinum tunbam  [amrtavarSiNi] L
inbamenbadilaiyE  [kAnaDA] L
inbamenbadu  [kAnaDA] L
inbat-tamizhisai kuzhlOsai  [unknown] L
inbattai enna solvEn  [suraTi] L
inbavAri tannilE eahunda  [sindhubhairavi] L
inda ahambhAvam vENDAm  [gauLipantu] L
inda dharmamE hindu  [punnAgavarALi] L
inda parAmukam Edu  [Pūrvīkaḷyāṇi,mAyAmALavagauLa,poorvikalyANi] L
inda varam  [Karaharapriya,karaharapriyA]  
inda varamaruLa  [hamsAnandi] L
inda vazhi pOgha vENDAm  [Anandabhairavi] L
inda vAzhvu sandaiyillai  [cenjuruTi] L
inda vEDam  [dEvamanOhari] L
inda vELaiyil  [mOhana] L
inda vIDunran  [dEvagAndhAri] L
inDaliha vaLarunnu  [suraTi] L
indap-piLLai enna seyyum  [rAgamAlikA] L
indattAmadam  [kannaDa] L
IndEn un kaiyinilE  [dvijAvanti] L
indirA ramaNa  [Arabhi] L
indirApati  [navarOj] L
indra jAladavane  [kEdAragauLa] L
indrajAla (kaNNigaL)  [kAmavardhini] L
indriyangaLa  [kAmbhOji] L
indu enagE  [Bhairavi,bhairavi] L
indu nAnEnu  [madhyamAvati] L
indu ninna  [bilahari,kAmbhOji] L
indu shruti  [kAmbhOji] L
indukA I tanuvunu  [punnAgavarALi] L
indukA puTTincitivi  [bhairavi] L
indukEmi sEtu  [varALi] L
indumukhi (v)  [shankarAbharaNa,shankarAbharaNam] L
ingu nI  [kAmavardhini] L
ingum angum  [Rajamukthi]  
ini enna bhayam  [sArangA] L
ini inda vAzhvil  [kEdAragauLa] L
ini namakkoru  [bilahari] L
ini oru kaNam  [shrIranjani,sriranjani] L
Ini Orukkanam Unnai Maraven  [Śrīranjani]  
inidE vandaruLvAn kandan  [rItigauLa] L
iniyAghilum ninai  [pUrvikalyANi] L
iniyEdu kavalai  [gambhIranATa] L
inka calamEla  [cakravAkam] L
inka calamEla (varNa)  [cakravAkam] L
inkA daya rAkuNTE  [nArAyaNa gowLa] L
inka daya rAlEdA  [cakravAkam] L
inka yOcana  [ghanTa] L
inkevarunnAru nannu  [balahamsa,shahAnA] L
inn ALLu  [nArAyaNa gowLa] L
innAdaru hariya  [mukhAri] L
innAdaru ninage  [punnAgavarALi,saurASTra] L
innalai ninaiyAdE  [dhanyAsi] L
innALLavale  [dEshyatODi] L
innALLu nannElli  [ghanTa] L
innam en manam  [cArukEshi] L
innamamum  [bEgaDA]  
innamudu anna anna un vaNNa  [mukhAri] L
innamum  [Bēgaḍa,bEgaDA]  
innamum alaiyAmal  [sAramati] L
innamum enai ALa  [cArukEshi] L
innamum manam  [kEdAragauLa] L
innamum nI ennai  [pUrvikalyANi] L
Innamum Oru Thalam  [Behāg]  
innamum sandEhappaDalAmO  [kIravANi] L
innamum sandhEha  [keeravANi]  
innamum shOdanaiyO  [sAvEri] L
innamum umadu  [hamsAnandi] L
innEka yamana  [khamAs] L
innEnu gatiyenagelO  [kEdAragauLa] L
innisai ezhil konjam  [naTabhairavi] L
innisai mAmanDramE  [bEhAg] L
innU dayabArade  [kalyANi] L
innu mama  [kAmbhOji] L
innu puTTisidarayya  [rEvagupti] L
innu yAtekE samshaya  [hindOLa] L
innum En murugA enpAl  [bEgaDA] L
innum En murugA irakkam  [dEvamanOhari] L
innum En varavillai  [kAmavardhani] L
innum enna shOdanai  [cArukEshi,cArukEsi] L
innum enna vENum sollaDi  [takkEsi] L
innum mayakkudu svAmi ettanai  [kIravANi] L
innum ninaittAlum kaNNan mukham  [kIravANi] L
innum orumurai  [bhUshAvaLi] L
innum parAmukam  [Bēgaḍa,bEgaDA,bEgaDa] L
innum sutantaram  [hindOLa] L
innum vandArillaiyE  [sAvEri] L
innum varak kANEnE  [yadukulakAmbhOji] L
innum varavillaiyE en  [bilahari] L
innuxxx bandanO  [Tōḍi,tODi]  
inru pOl  [bilahari] L
inru varuvAnO  [kalyANavasanta] L
inrum nI varuvAi  [rAgamAlikA] L
inrum varavillaiyE ulaginil  [paraju] L
inta aluka jEsitEnE  [trivENi] L
inta bhAgyamani  [punnAgavarALi] L
inta calamu (varNa)  [bEgaDa] L
inta cauka (varNa)  [bilahari] L
inta cauka sEya nIku (tv)  [kAmavardhani] L
inta kOpamElarA  [rAgamAlika] L
inta kOpamElarA (varNa)  [rAgamAlikA] L
inta parAkElanamma  [bEgaDa] L
inta parAkElarA  [nATTai kurinji] L
inta parAku nIvE  [bhairavi] L
inta parAmukhamElarA  [bilahari] L
inta soukhyamani  [Kāpi,kApi]  
inta sowkhyamani nE  [kApi] L
inta sowkya  [kApi]  
inta tAmasamaitE  [sAvEri] L
Intachala  [Begada]  
intakanandame  [bilahari]  
intakanna delpa  [sAvEri] L
intakanTE  [kannaDA,kannaDa] L
intamarmi vanucu  [varALi] L
intamODi sEya  [sAranga] L
intamODiyAlarA (p)  [kAmbhOji] L
intanacu varNipma taramA  [gunDakriyA]  
intanucu varNimpa  [gunDakriyA,gunDakriya] L
intaparaka  [mAyAmALavagowLa]  
inthA heNNina  [bhairavi] L
Intha Kannananda  [Bilahari,bilahari] L
Inthamodi  [Sāranga]  
inthAtanu guruvAdaddu  [kAmavardhini] L
intinthAddellavu  [kAmavardhani] L
intu ninna  [kharaharapriyA] L
intu vEdAntagaLalli  [bhairavi] L
inyAke yamana  [Anandabhairavi] L
ippaDiyum Or piuLLai engEyum illai  [rAgamAlikA] L
ipparitApam (mp)  [saurAStra] L
ipuDaina nannu  [Arabi] L
irabEku haridAsara  [kAmbhOji] L
irabEku illadirabEku  [nAdanAmakriya] L
irabEku iradira  [pUrvi] L
iraivA nI ennai  [sAramati] L
iraivan urai  [jayamanOhari] L
iraiyADum ATTam idu  [sindhubhairavi] L
irakkam varAmal  [bEgaDA,behAg,dvijAvanti] L
iraNDum kUDin inbam  [mAlkauns] L
irangAdA sAminAthA  [nATakapriyA] L
irappadillai manidA  [kannaDagauLa] L
IrAru karattAlum  [mOhana] L
iravun paghalum  [yadukula kAmbhOji,yadukulakAmbhOji] L
iru nAngezhuttu  [amrtavarSaNi] L
irukkinrEn abhayam  [mukhAri] L
iruppiDam kaNDu  [nATakapriyA] L
isa tan dhanki (bhajan)  []  
IsabEku iddu  [dhanyAsi] L
isaiyAl eduvum  [brndAvanasArangA] L
isaiyil negizhum  [rishhabapriyA] L
isaiyil sangatigaL migavum  [Anandabhairavi] L
IselArene I  [nAdanAmakriya] L
Isha pAhimAm  [kalyANi] L
ishaiyin ellaiyai  [shubhapantuvarALi] L
Ishan kanaka sabhEshan  [bEgaDa] L
IshAnAdi shivAkAra  [shahAnA] L
IshananbAr  [kApi] L
IshanE inda  [cakravAka,cakravAkam] L
IshanE shakti vilAsa  [harikAmbhOji] L
Ishvari jagadIshvari  [vanaspati] L
iSTAdaru munna  [kAmbhOji,yamunA] L
iSTappaDikkinda Ezhaiyai  [nAyaki] L
iSTu pApava  [kAmbhOji] L
Ita mukhya prANa  [behAg] L
itara daivamula  [cAyatArangini] L
itaramu leruganayyA  [shankarAbharaNam] L
iti samupAgata  [bibhAs] L
ittanai parivu EnaDi illam illamAi  [shuddhasAvEri] L
ittanaiyum poi urakkam idu engaL  [kalyANi] L
ittarani  [asAvEri]  
ittattu Odi  [pUrvikalyANi] L
iTTivAru lETiki  [rAmapriyA] L
iTu garuDani nee  [Kedāraṁ,kEdAram]  
iTu parAku  [nArAyaNa gowLa] L
iTu sAhasamulu  [Sindhubhairavi,saindhavi] L
iTu sAhasamulu yAla  [saindhavi]  
iTuvaNTi bAdhala  [madhyamAvati] L
iTuvaNTi samayAna  [sAranga] L
ivagEke parimaLa  [yadukulakAmbhOji] L
ivagEke shrngAra  [sAranga] L
ivaL tAn evaLO  [kalyANi] L
ivan tAn ivan tAnE viDAdE viTTAl  [vasantA] L
ivan yArO  [kAmbhOji] L
ivana hiDakoNDu  [nAdanAmakriyA] L
ivanai ninaindavar  [Hindōḷaṁ,hindOLam]  
ivanArO sakhiyE  [shankarAbharaNa] L
Ivaraku jUcinadi  [shankarAbharaNam] L
iyalbAi idayattaduvAgi  [unknown] L
iyarkkai enrunai  [bilahari] L
iyarkkaiyuLLE ilagum  [pUrvikalyANi] L
Jaanakeeramana Bhaktapaarijaata  [Suddhaseemantini]  
Jaanakeeramana Dasarathanandana  [Kapi]  
jAanaki ramana  [Kāpi,kApi,sudda sImantini,suddhaseemandini,suddhaseemantini,suraTi] L
jab jab murali  [Dvijāvanti]  
jagadA nandhakArakA  [Nāṭa,nATTai,nATa] L
jagadabi rAma  [Kānaḍa,kAnaDA] L
jagadambA sharaNam  [ratipatipriyA] L
jagadAnanda  [nATa]  
jagadantaryAmi  [Anandabhairavi] L
jagadeesa sadA  [nATakurunji]  
jagadgurO  [aThANA,gOpikavasantam] L
jagadgurO daynidhE  [aThANA] L
jagadgurO dInanAtha  [gOpikAvasanta] L
jagadIdha shrI ramaNa  [nAgagAndhAri] L
jagadIshA bhuvi tanil (g)  [nATa] L
jagadIsha guruguha (note)  [shankarAbharaNam]  
jagadIsha manOhari  [IshamanOhari] L
jagadIsha pancashara  [nAdanAmakriyA] L
jagadIsha sadA mAmava  [nATakuranji] L
jagadIsha shrIjanE  [shuddhasAvERi] L
jagadIshwari  [mOhanam] L
jagadOddhAraNa  [Kāpi,dhanakApi,kApi] L
jagamengum pugazhum shrInivAsan  [aThANA] L
jaganmOhana sundarAnga dhrta  [mOhana] L
jaganmOhananE  [behAg] L
jagat janani  [Rasikapriya,ratipatipriya] L
jagati nAyakam  [pUrvi] L
jagattinai kAttiDum  [yamunAkalyANi] L
jagatu rAma gOvinda sakala  [malayamAruta] L
jagelara janakaja  [AbhEri] L
jAgO bansIvAlE (bhajan)  []  
jAgO jAgO uThO  [unknown] L
jai jai dEvi  [yamankalyAN/durgA] L
jAkE priya (bhajan)  []  
jaladhisutA ramaNEna  [behAg] L
jaladhiya langhisidavage  [pUrvi] L
jalajAkshi ninne  [cakravAkam] L
jalajAkSi ninne (varNa)  [cakravAkam] L
jalajanAbha mAmava  [kEdAragauLa] L
jalajanAbha mAmava sri nAyaka  [kEdAragauLa]  
jAlam EnappA sankaTa  [vasantA] L
jAlamEla raghupatE  [sEnAvati] L
jAlandara  [gambeeranATTai,valaci,valaji] L
jAlandhara supIThastitE  [valaji] L
jAliya maravante  [mOhana] L
jamboopatE  [yamunAkalyANi]  
jambUpatE mAm pAhi  [yamunAkalyANi] L
jANa nInahudO  [nAdanAmakriyA] L
janaka kumArI  [kharaharapriyA] L
janaka manOharam  [mAnD] L
janaka suta (gItam)  [sAvEri]  
janakajA  [asAvEri]  
janakajA samEta  [asAvEri] L
jAnakI nAth (bhajan)  []  
jAnakI nAyaka  [dhanyAsi] L
jAnakI vallabha  [dharmavati] L
jAnakIpatE  [kharaharapriyA] L
Janakipathe Jaya  [Karaharapriya]  
janani  [sAvEri]  
janani Ashrta  [ratnAngi] L
janani jaya parashiva  [madhyamAvati] L
janani mAmava  [bhairavi]  
janani mAmavamEye  [bhairavi] L
janani nannu brOva (varNa)  [bauLi] L
janani natajana  [sAvEri] L
janani natajana pAlini  [sankArAbharaNam]  
janani ninnuvina  [Rītigauḷa,rIti gowLa,reetigowLa] L
janani pAhi sadA  [shuddhasAvEri] L
Janani Raag  [Rītigauḷa]  
janani shrI jaganmAtA  [shubhapantuvarALi] L
janani tripurasundarI nadi  [navarasakannaDa] L
janara naDade  [nAdanAmakriyA] L
janArdanA nandabAlA  [-]  
janmamenduku  [malayamAruta] L
jap tE mOhin (bhajan)  []  
japA kusuma  [dhanyAsi] L
japat japat  [tODi] L
japata japata harinAma  [tODi] L
jaSakEtana pitaram  [jhankAradhvani] L
jaTAdhara shankara  [tODi] L
jaTAdhara shankara dEva dEvA  [tODi] L
jAtamika (??)  [madyamAvati]  
jatana mADO  [bEgaDa] L
jAti mA matham tarum  [unknown] L
jAti samaya bhEdam  [SaDvidhamArgiNi] L
jAvali  [Kamās,aTANA,kApi]  
jAvO mat tum  [kAfi] L
jaya bhErikai  [kAmbhOji,shankarAbharaNam] L
jaya dEvaki  [Nāṭakurinji,gowDamalhAr,kurunji] L
jaya dEvakI kishOra  [nATa] L
jaya jaya  [Nāṭa,dharmAvati,nATa,sarasAngi] L
jaya jaya bhasmO  [sudda sImantini] L
jaya jaya dEvi  [darbAri kAnaDa -,yamunA kalyANi]  
jaya jaya gaNapati  [Hamsadhvāni,hamsadwani]  
jaya jaya gOkulabAla  [rAgamAlika]  
jaya jaya guhA  [shuddhadhanyAsi] L
jaya jaya gurunAthA  [vallabhI] L
jaya jaya jagadIsha  [yamunAkalyANi] L
Jaya Jaya Janaki Kantha  [Nāṭa,nATTai,nata] L
jaya jaya jaya  [hamIrkalyANi,kalyANi,nATa] L
jaya jaya karuNAkara  [bhUpALa] L
jaya jaya padhmanabha  [maNirangu]  
jaya jaya padma  [dEvagAndhAri,sarasAngi] L
Jaya Jaya Padmanabanujese  [Maṇirangu,maNirangu,manirangu] L
jaya jaya padmanAbha murArE  [sarasAngi] L
jaya jaya rAmA (bhajan)  [shubhapantuvarALi -]  
jaya jaya sadguru  [bAgEshrI] L
jaya jaya shrI  [bhairavi] L
jaya jaya shrI raghurAmA  [gowri,shahAnA] L
jaya jaya shuddha parAshakti  [cenjuruTi,rAgamAlikA] L
jaya jaya swAmin  [Nāṭa,nATa]  
jaya jaya vijaya vinAyakam  [hamsadhvani] L
jaya karuNAsindhO (gItam)  [dhanyAsi]  
jaya mahishAsura  [Hamsadhvāni,hamsadhvani,hamsadwani] L
jaya mangaLam  [bhairavi,shrI,vasantA] L
jaya nArAyaNa  [AbhOgi] L
jaya pANDuranga  [nAdanAmakriya] L
jaya shrI rAmakrSNa  [madhyamAvati] L
jaya suguNAlaya  [bilahari] L
jaya tungAtarangE  [kuntlavarALi] L
jaya vijayIbhava  [mAND] L
jaya vinAyakA vidhyA pradAyaka  [sumanEsharanjani] L
jaya vIra  [paraju] L
jaya viTTala  [Bilahari,bilahari] L
jayadhanada sakha  [pAvani] L
jayamangaLam nitya shubhamangaLam  [ghanTa,mOhanam,nAdanAmakriyA,punnAgavarALi] L
jayati jayati  [Kamās,kamAs,kamas] L
jayati jayati jaya shankara  [niroshTa] L
jayati shiva bhavAni  [bhavAni] L
jayatu gOkulavAsa  [saurASTra] L
jayatu kOdaNDa  [nATa] L
jayavade jayavade (jOgipada)  [?] L
jayavade jayavade (pakSi saguna)  [?] L
jE jE sItArAm  [sAvEri] L
jE paNDarIsha  [sOhini] L
jEnu bandide  [kAmbhOji] L
jEsinadella  [Tōḍi,tODi] L
jeyamuNDu bhayamillai  [kamAs] L
jhankAra shruti  [pUrvi kalyANi] L
jhankAra shruti seiguvAi  [pUrvikalyANi] L
jhankAradhvani shuddha  [jhankAradhvani] L
jhem jhem tananata (puSpAnjali)  [Arabhi]  
jhUlaT rAdhA (bhajan)  [sAvEri]  
jIva muraLiyilE  [cakravAkam] L
jIva nAda yAzhilE  [unknown] L
jIva sEvai shiva  [bhairavi] L
jIvAdhAram AvAi  [khamAs] L
jIvan mukti idE  [kAmbhOji] L
jIvanAna dEvan  [khamAs] L
jIvanukkuL vaLar  [gauLa] L
jnAapponE annaiyE  [jnAnappon] L
jnAlamellAm unadu  [dEvagAndhAri] L
jnAna jyOti nanu brOvavE  [nATakuranji] L
jnAna mArgam (tv)  [hamsanAda] L
jnAna mosaga  [pUrvi kalyANi] L
jnAna paNDitA  [janasammOdini] L
jnAna prasUnASmbikE  [kalyANi] L
jnAna sabhaiyil  [sArangA] L
jnAna swarUpamu  [shuruTTi] L
jnAnAmbikE pAlaya mAm shrI  [sEnAgraNi] L
jnAnappAl aruLvAy  [sAramati] L
jnAnavantage  [mukhAri] L
jnAnavonde sAku  [mOhana] L
jO accutAnanda (lAli)  [navrOj] L
jo jo jo  [reetigowla]  
jO jO jO dEvi  [kEdAragauLa] L
jO jO jO jO  [rItigauLa] L
jO jO rAma  [Rītigauḷa,rIti gowLa,reetigowLa] L
jO jO sri rAma  [reetigowLa]  
jO jO yashOdeya  [Anandabhairavi] L
jO tum tODO (bhajan)  []  
jootA murArE  [Arabhi,Arabi] L
jwalajjihvE  [darbAr] L
jyOti jnAna (kAvaDicindu)  [cenjuruTi] L
jyOti mayamAna (kaNNIgaL)  [kurinji] L
jyOtisvarUpiNi  [jyOtisvarUpiNi] L
K B Sundarambal  [Vocal]  
kA guhA  [koshalam] L
kA murugayyA  [kAmavardhini] L
kA vA vA  [varALi,varali] L
kA vAvA kandA vAvA  [Varāḷi,varALi]  
kA-api amdhuripuNA  [Kāpi]  
kaamaakshi Anudinamu  [bhairavi]  
kacci yuva rangasAmiki (tv)  [shrI] L
Kadaikannal  [Kāmavardani,Pantuvarali]  
kaDaikkaN aruL  [kApi] L
kaDaikkaN nOkki  [tODi] L
kaDaikkaN pArvaiyadu  [kamAs,khamAs] L
kaDaikkaN vaittennai  [bEgaDa] L
kaDaikkann  [bEgaDA]  
kaDaindALE tayir kaDaindALE  [shrIranjani] L
kaDaittEra vENDum  [cenjuruTi] L
kAdal kAdal kAdal  [shankarAbharaNam] L
kAdal kondEn  [mOhanakalyAni]  
kAdal nOi  [maNirangu] L
kaDal pOlavE  [kEdAragauLa] L
kAdalAghinEn unnai  [suraTi] L
kadalagi  [bhairavi]  
kAdalAgi manadurugum  [cenjuruTi] L
kAdalAgi vandOm  [jOnpuri] L
kAdalAgi vasham izhandAn gurunAthan  [rItigauLa] L
kAdalaik-koLLai koNDa  [sAvEri] L
kadalE vADu gAdE  [nArAyaNa gowLa,nArAyaNagowLa] L
kAdali rAdhaiyai  [kharaharapriyA] L
kadalinai  [Maṇirangu,manirangu]  
kaDalOram kOvilum  [behAg] L
kAdalukku idupOl  [hindOLa] L
kaDamaiyai maravAdE  [unknown] L
kadamba vana vAsini  [bhUpALam,bhoopALam] L
kAdambari  [Mōhanaṁ,mOhanam]  
kAdambari priyayai  [mOhanam] L
kAdar kuzhayADa  [tiruvempAvai]  
kaDatEra rAdA  [tODi] L
kadava muccidaLidako  [madhyamAvti] L
kaDavuL aruLai  [keeravAni,viruttam]  
kaDavuL uNDadonru  [unknown] L
kaDavuLai maravAdE  [tANDavam] L
kaDavuLaik-kANuminE  [kAnaDA] L
kaDavuLum onrE  [mOhana] L
kaddalE vADu  [nArAyaNagowLa,nArAyaNagowla]  
kaddanuvaariki  [Todi,Tōḍi,tODi,tOdi] L
kaddu lEdani  [jayanArAyaNi] L
kADi mODi tirupugazh  [Śankarābharaṇaṁ]  
kadir Eghum matiyAghum pozhudAyinum  [Ahiri] L
kadir kAma  [kAmbhOji] L
kadir vElavA  [shankarAbharaNa] L
kadiravan mennoLi  [bauLi] L
kAdiruvenu  [ranjani] L
kAdoLirum kuNDalamum  [kAmbhOji] L
kADu malaiyellAm  [tODi] L
kAgada bandide  [gamanshraya] L
kAge kAkA  [dhanyAsi] L
kAge kUgitalla  [pUrvi] L
kahO rAmnAm  [bAgEshrI] L
kai koDuppAyE  [ranjani] L
kai koDuttALaiyyA  [bEgaDa] L
kai mIri  [saurASTra] L
kai tozhavE eduvum  [nATa] L
kai varisai kATTAdIr kaNNapuram  [husEni] L
kai viDAdennai  [shuddhasAvEri] L
kai viDAmal  [vasantA] L
kai viTTu viDAdE  [punnAgavarALi] L
kaikkUDa  [latAngi] L
kailAsa nAthEna  [kAmbhOji] L
kailAsa shiva gaurishankarA  [pUrNaSaDjam] L
kailAsacala vAsA  [hindOLa] L
kailAsanAtham bhajEham  [vEgavAhini] L
Kailasapathe  [Kalyāṇi,kalyANi]  
kailAsavAsam  [sindu rAmakriyA] L
kaitala niraikani  [jaganmOhini]  
kaiviDAdE duraiyE  [shankarAbharaNam] L
kaiya tOrO  [mukhAri] L
kaiyai shakthi thanakke  [bhUpALa,bhUpALam] L
kaiyurai koNDu vandEn  [saurASTra] L
kAkka unakkirakkam  [kharaharapriyA] L
kAkkai shiraginilE  [yadukulakAmbhOji] L
kAkutstha tilakuDu  [asAvEri] L
kAl mAri ADiya  [kuntala varALi] L
kAl mAri ADum  [dEvamanOhari] L
kAla kAlan  [aTANA,aThANA,gowLa] L
kAla kaLedevalla  [punnAgavarALi] L
kAla tAmadam sheyyalAmO (tv)  [shIlAngi] L
kalA unnai nAn  [cakravAka,cakravAkam] L
kAlabhairavam bhajEham  [bhairavam] L
kAlaDittughaL perA  [mukhAri] L
kAlaharaNa  [sudda sAvEri,suddhasAvEri] L
Kalaharanamelara  [shuddhadhanyasi,Śuddadhanyāsi]  
kalai enna kalaiyE  [kAmbhOji] L
kalai inbamE  [hamsadhvani] L
